S.no,Product Id,V_name,V_address,Pincode,City,State,Availability,Chng_room,lattitude,longitude,,,,,,,,,,,,,,,,
1,6,Follow me,"J-68, Sant Sujan Singh Marg, Main Market, Block J, Rajouri Garden, New Delhi, Delhi 110027",110027,New Delhi,Delhi,No,Yes,28.6474832,77.12199756,,,,,,,,,,,,,,,,
2,6,Lavanya Fashion,"Agrawal Complex, Near Municipal Market, Chimanlal Girdharlal Rd, Azadmini Market, Mithakhali, Navrangpura, Ahmedabad, Gujarat 380009",380009,Ahmedabad,Gujrat,Yes,Yes,23.03503929,72.56094637,,,,,,,,,,,,,,,,
3,6,Rui Boutique,"Shop no 17, chenoy mention, 162, Warden Rd, next to Precious hair dresser, Mumbai, Maharashtra 400026",400026,Mumbai,Maharashtra,Yes,Yes,18.9650395,72.8046409,,,,,,,,,,,,,,,,
4,6,Look's Boutique,"Shilp Building, Chimanlal Girdharlal Rd, Mithakhali, Navrangpura, Ahmedabad, Gujarat 380009",380009,Ahmedabad,Gujrat,Yes,Yes,23.03305888,72.56051917,,,,,,,,,,,,,,,,
5,6,Fashion Terminal,"Bungalow No.- 12, Ground Floor, 220, W Patel Nagar Rd, opp. Metro Pillar No, New Delhi, Delhi",110008,New Delhi,Delhi,Yes,No,28.64984922,77.16193011,,,,,,,,,,,,,,,,
