S.no,Product Id,V_name,V_address,Pincode,City,State,Availability,Chng_room,lattitude,longitude
1,2,AND Store,"Door no. 8-2-120/86/7, JR Towers, Road no.2, Banjara Hills, Hyderabad, Telangana 500034",500034,Hyderabad,Telangana,Yes,Yes,17.4239373,78.42876354
2,2,Armadio,"500, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",560038,Bengaluru,Karnataka,No,Yes,12.97884672,77.64335181
3,2,Style Republic,"A-6, Ashiyana Park, North Main Road, near Lane No.5, Koregaon Park, Pune, Maharashtra 411001",411001,Pune,Maharashtra,Yes,No,18.53967497,73.89796093
4,2,Rui Boutique,"Shop no 17, chenoy mention, 162, Warden Rd, next to Precious hair dresser, Mumbai, Maharashtra 400026",400026,Mumbai,Maharashtra,Yes,Yes,18.9650395,72.8046409
5,2,Planet Fashion,"B-28, Sarojini Nagar Market, Sarojini Nagar, New Delhi, Delhi 110001",110001,New Delhi,Delhi,Yes,No,28.5774908,77.19634895
