S.no,Product Id,V_name,V_address,Pincode,City,State,Availability,Chng_room,lattitude,longitude
1,1,VESTIDO- Enroute Fashion,"LG-2, MISHIKA TOWER, OPP. SAPNA SANGEETA MALL, Rd, Sarvoday Nagar, Sapna Sangeeta, Indore",452001,Indore,Madhya Pradesh,Yes,Yes,22.69998047,75.86722293
2,1,Lifestyle Store,"C21 Mall, Scheme No 54, Agra Bombay Rd, Sheetal Ngr, Vijay Nagar, Indore, Madhya Pradesh",452010,Indore,Madhya Pradesh,Yes,Yes,22.7440799,75.89410259
3,1,Kalki Fashion,"Prime Plaza, 101, Swami Vivekananda Rd, Navyug Colony, Santacruz West, Mumbai, Maharashtra",400054,Mumbai,Maharashtra,Yes,Yes,19.08374928,72.83756877
4,1,Globus Fashion,"Main Ave, Vithaldas Nagar, Santacruz West, Mumbai, Maharashtra 400054",400047,Mumbai,Maharashtra,Yes,Yes,19.07734198,72.83356082
5,1,Fashion Terminal,"Bungalow No.- 12, Ground Floor, 220, W Patel Nagar Rd, opp. Metro Pillar No, New Delhi, Delhi",110008,New Delhi,Delhi,Yes,No,28.64984922,77.16193011
